title,author,price,currency,seller_name,seller_city,seller_region,seller_country,about,binding,condition,edition,isbn,publisher,year_published,availability,searched,edmonton,signed
The Golden Age of the Great Passenger Airships: Graf Zeppelin and Hindenburg,Harold G. Dick; Douglas H. Robinson. Edited by Ruth W. Spiegel,30.38,USD,SAVERY BOOKS,Brighton,East Sussex,United Kingdom,"Soft cover. Condition: Very Good. SOFTCOVER 1998. 25.5x20cm. 226 pages with index. Black & white illustrations & photos. Flat spine. Clean & tight. No inscriptions. Front end paper date stamp in red: ""25 MAY 2004"" Dispatched ROYAL MAIL FIRST CLASS with TRACKING next working day or sooner securely boxed in cardboard. ref fnlp. ",Paperback,UsedCondition,,9781560982197,"Smithsonian Books, USA",1998.0,InStock,abebooks - dick - graf zeppelin hindenburg,False,False
The Golden Age of the Great Passenger Airships: Graf Zeppelin and Hindenburg,Harold G. Dick,10.0,USD,Half Price Books Inc.,Dallas,TX,U.S.A.,"Paperback. Condition: Good. Connecting readers with great books since 1972! Used books may not include companion materials, and may have some shelf wear or limited writing. We ship orders daily and Customer Service is our top priority!. ",Paperback,UsedCondition,,9781560982197,Smithsonian Books,1992.0,InStock,abebooks - dick - graf zeppelin hindenburg,False,False
"The Golden Age of the Great Passenger Airships, Graf Zeppelin & Hindenburg","Dick, Harold G. & Robinson, Douglas H.",59.0,USD,Andrew Barnes Books / Military Melbourne,Melbourne,VIC,Australia,"1st edition orig. cloth Very Good Quarto 226pp., b/w pls., maps, appends., index, Comprehensive account inc. many original photographs. Dj laid down on upper board & covered with contact o/w nice copy. ",Hardcover,UsedCondition,,,Smithsonian Washington 1985,1985.0,InStock,abebooks - dick - graf zeppelin hindenburg,False,False
The Golden Age of the Great Passenger Airships: Graf Zeppelin and Hindenburg,"Dick, Harold G.",46.05,USD,LowKeyBooks,Sumas,WA,U.S.A.,Hardcover. Condition: Good. No Jacket. Item is in good condition. Some moderate creases and wear. This item may not come with CDs or additional parts including access codes for textbooks. This may not have a dust jacket. Might be an ex-library copy and contain writing/highlighting. Photos are stock pictures and not of the actual item. ,Hardcover,UsedCondition,,9780874743647,1609-01-01,1609.0,InStock,abebooks - dick - graf zeppelin hindenburg,False,False
"Golden Age of the Great Passenger Airships: ""Graf Zeppelin"" and ""Hindenburg""","Robinson, Douglas H.,Dick, Harold G.",110.78,USD,WeBuyBooks,Rossendale,LANCS,United Kingdom,"Hardcover. Condition: Good. A few small marks or stains to the page edges/pages . Small Tears to the Dust Jacket/Slipcase, or may be price clipped Good condition is defined as: a copy that has been read but remains in clean condition. All of the pages are intact and the cover is intact and the spine may show signs of wear. The book may have minor markings which are not specifically mentioned. Most items will be dispatched the same or the next working day. ",Hardcover,UsedCondition,,9780874743647,Smithsonian Books,1985.0,InStock,abebooks - dick - graf zeppelin hindenburg,False,False
Arctic Eden,"Kobalenko, Jerry",14.99,USD,Russell Books,Victoria,BC,Canada,Hardcover. Condition: Good. Dust Jacket Condition: Good. ,Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic (David Suzuki Institute),"Kobalenko, Jerry",15.57,USD,Zoom Books Company,Lynden,WA,U.S.A.,Condition: Acceptable. Book contains highlighting and underlining. Pages may be slightly bent. Cover may shows sign of heavy usage. We offer 100% money back guarantee!. ,Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic,"Kobalenko, Jerry",16.58,USD,ThriftBooks-Dallas,Dallas,TX,U.S.A.,"Hardcover. Condition: Good. No Jacket. Pages can have notes/highlighting. Spine may show signs of wear. ~ ThriftBooks: Read More, Spend Less. ",Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic,"Kobalenko, Jerry",16.58,USD,ThriftBooks-Dallas,Dallas,TX,U.S.A.,"Hardcover. Condition: Good. No Jacket. Missing dust jacket; Pages can have notes/highlighting. Spine may show signs of wear. ~ ThriftBooks: Read More, Spend Less. ",Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic,"Kobalenko, Jerry",13.25,USD,Books by Moonlight,Church Stretton,SHROP,United Kingdom,"Hardcover. Condition: Very Good. Dust Jacket Condition: Very Good. 1st Edition. Hardcover. Condition: Very Good. This book is in very good condition from a private collection. No major defects, no torn or missing pages, no names, dates, book plates within, or any writing or marks on any of the pages. There is an original US price sticker to the rear of the dust jacket. No wear to boards. Dust jacket has slight curl to the top edge. A book in very good condition, would be very difficult to tell if it had been read. The pages are clean, intact and the spine remains undamaged. This book has clearly been well maintained and looked after. Not a library book. ",Hardcover,UsedCondition,1st Edition,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic (David Suzuki Institute),"Kobalenko, Jerry",28.22,USD,"GF Books, Inc.",Hawthorne,CA,U.S.A.,Condition: Good. Book is in Used-Good condition. Pages and cover are clean and intact. Used items may not include supplementary materials such as CDs or access codes. May show signs of minor shelf wear and contain limited notes and highlighting. ,Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic (David Suzuki Institute),Jerry Kobalenko,39.61,USD,AwesomeBooks,Wallingford,,United Kingdom,"Hardcover. Condition: Very Good. Arctic Eden: Journeys Through the Changing High Arctic (David Suzuki Institute) This book is in very good condition and will be shipped within 24 hours of ordering. The cover may have some limited signs of wear but the pages are clean, intact and the spine remains undamaged. This book has clearly been well maintained and looked after thus far. Money back guarantee if you are not satisfied. See all our books here, order more than 1 book and get discounted shipping. . ",Hardcover,UsedCondition,,9781553654421,Greystone Books 16 D,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic (David Suzuki Institute),Jerry Kobalenko,39.61,USD,Bahamut Media,Reading,,United Kingdom,"Hardcover. Condition: Very Good. Shipped within 24 hours from our UK warehouse. Clean, undamaged book with no damage to pages and minimal wear to the cover. Spine still tight, in very good condition. Remember if you are not happy, you are covered by our 100% money back guarantee. ",Hardcover,UsedCondition,,9781553654421,Greystone Books 01/c /16 D,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic (David Suzuki Institute),"Kobalenko, Jerry",28.23,USD,Books Unplugged,Amherst,NY,U.S.A.,"Condition: Good. Buy with confidence! Book is in good condition with minor wear to the pages, binding, and minor marks within. ",Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic (David Suzuki Institute),"Kobalenko, Jerry",28.14,USD,Denver Deep Reads,Denver,CO,U.S.A.,Condition: very good. ,Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic (David Suzuki Institute),"Kobalenko, Jerry",36.19,USD,Big Bill's Books,Austin,TX,U.S.A.,Hardcover. Condition: very good. very good. ,Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic,"Kobalenko, Jerry",12.57,USD,HPB Inc.,Dallas,TX,U.S.A.,"Hardcover. Condition: Very Good. Connecting readers with great books since 1972! Used books may not include companion materials, and may have some shelf wear or limited writing. We ship orders daily and Customer Service is our top priority!. ",Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys through the Changing High Arctic,"Kobalenko, Jerry",28.24,USD,LowKeyBooks,Sumas,WA,U.S.A.,Hardcover. Condition: Good. No Jacket. Item is in good condition. Some moderate creases and wear. This item may not come with CDs or additional parts including access codes for textbooks. This may not have a dust jacket. Might be an ex-library copy and contain writing/highlighting. Photos are stock pictures and not of the actual item. ,Hardcover,UsedCondition,,9781553654421,Greystone Books / David Suzuki Foundation 2010-09-03,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden: Journeys Through the Changing High Arctic (David Suzuki Institute),"Kobalenko, Jerry",54.06,USD,Front Cover Books,Denver,CO,U.S.A.,Condition: very good. ,Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
Arctic Eden Journeys through the Changing High Arctic,Jerry Kobalenko,99.99,USD,True Oak Books,Highland,NY,U.S.A.,Hardcover. Condition: Very Good. Dust Jacket Condition: Very Good. - Book is in great overall condition. No writing or major blemishes. Minor wear. ,Hardcover,UsedCondition,,9781553654421,Greystone Books,2010.0,InStock,abebooks - kobalenko - arctic eden,False,False
A History of the Mormon Church in Canada,"Tagg, Melvin S., Editor",18.71,USD,Ken Jackson,Calgary,AB,Canada,"Hardcover. Condition: Very Good. Dust Jacket Condition: Poor. 1st Edition. First edition in hardcover with dust jacket. 301 pp. Photographs. The spine is cracked but tight, name on the front endpaper. The jacket is very poor. Very Good/Poor. ",Hardcover,UsedCondition,1st Edition,,Printed by the Lethbridge Herald Company,1968.0,InStock,abebooks - tagg - history mormon church canada,False,False
A History of the Mormon Church in Canada,Editor Melvin S.Tagg,20.0,USD,The Book Garden,Bountiful,UT,U.S.A.,"Hardcover. Condition: Very Good - Cash. Minor rubbing and edge wear to cover, with light reader wear to pages. Still great condition. Some rubbing to the edges. Stock photos may not look exactly like the book. ",Hardcover,UsedCondition,,,Lethbridge Herald Co. January 1968,1968.0,InStock,abebooks - tagg - history mormon church canada,False,False
A History of the Mormon Church in Canada.,"Tagg, Melvin S",12.6,USD,Orrin Schwab Books,Providence,UT,U.S.A.,Hardcover. Condition: Very Good-. Some shelf wear to binding and rubbing to spine and corners. No dust jacket.; 301 pages. ,Hardcover,UsedCondition,,,"Lethbridge Herald Co., Canada",1968.0,InStock,abebooks - tagg - history mormon church canada,False,False
A History of the Mormon Church in Canada,Editor Melvin S.Tagg,25.0,USD,The Book Garden,Bountiful,UT,U.S.A.,Hardcover. Condition: Good - Cash. Light use wear to cover and edges. Text has underlining and/or notations. Text has hi-lighting. P/O name inside. Stock photos may not look exactly like the book. ,Hardcover,UsedCondition,,,Lethbridge Herald Co January 1968,1968.0,InStock,abebooks - tagg - history mormon church canada,False,False
A History of the Mormon Church in Canada,Editor Melvin S.Tagg,30.0,USD,The Book Garden,Bountiful,UT,U.S.A.,"Hardcover. Condition: Very Good - Cash. General use wear, surface and edges rubbed. Corners bumped and show wear. Pages show reader wear. Unmarked pages. Stock photos may not look exactly like the book. ",Hardcover,UsedCondition,,,Lethbridge Herald Co. January 1968,1968.0,InStock,abebooks - tagg - history mormon church canada,False,False
A History of Mormon Church in Canada,"Tagg, Melvin S. (editor)",97.72,USD,Spafford Books (ABAC / ILAB),Regina,SK,Canada,"1968. (Cloth) Near fine in very good plus dust jacket. 301pp. Illus., mapped endpapers. ",Hardcover,UsedCondition,,,"Mormon Church, Lethbridge",,InStock,abebooks - tagg - history mormon church canada,False,False
"No Apologies, No Regrets : The Life of Bob Rintoul","Rintoul, Bob; Finch, David",9.96,USD,Better World Books: West,Reno,NV,U.S.A.,"Condition: Good. First Paperback. Used book that is in clean, average condition without any missing pages. ",Paperback,UsedCondition,First Paperback.,9780978452674,Kingsley Publishing,2010.0,InStock,abebooks - rintoul - no regrets,False,False
"No Regrets, No Apologies: The Life of Bob Rintoul","Bob Rintoul,David Finch",15.0,USD,Edmonton Book Store,Edmonton,AB,Canada,"Condition: Very Good. Dust Jacket Condition: No Dj. 8vo pp. 264, SIGNED by the author. Signed by Author. book. ",Paperback,UsedCondition,,9780978452674,"Kingsley Publishing, Calgary",2010.0,InStock,abebooks - rintoul - no regrets,True,True
"No Regrets, No Apologies: The Life of Bob Rintoul","Rintoul, Bob and Finch, David",20.0,USD,Frabjous Books,Calgary,AB,Canada,Soft cover. Condition: Very Good. Softcover. 264 pp. Illustrated with numerous b&w photos. Signed by Rintoul on the half title. Bright clean copy. ,Paperback,UsedCondition,,,Kingsley Publishing,2010.0,InStock,abebooks - rintoul - no regrets,False,True
"No Regrets, No Apologies the Life of Bob Rintoul","Rintoul, Bob and Finch, David",25.0,USD,Bailey Books,St.Albert,AB,Canada,"Hardcover. Condition: Near Fine. Dust Jacket Condition: Near Fine. Photographs (illustrator). First Edition. SIGNED to the half-title page by the author. Like new, appears unread, unclipped and not remaindered. Interior is crisp, solid and clean. Dustjacket has minor shelfwear to show. Now protected in brodart jacket. Signed by Author(s). ",Hardcover,UsedCondition,First Edition.,9780978452667,"Kingsley, Calgary",2010.0,InStock,abebooks - rintoul - no regrets,False,True
"No Regrets, No Apologies. the Life of Bob Rintoul","Rintoul, Bob With David Finch. Signed By Mr. Rintoul",29.96,USD,Ken Jackson,Calgary,AB,Canada,"Hardcover. Condition: Fine. Dust Jacket Condition: Fine. 1st Edition. First edition in hardcover with dust jacket. Signed by Mr. Rintoul on the half-title page. He was the founder of Ace Explosives. 264 pp. Photographs, index. Fine/Fine. Inscribed by Author(s). ",Hardcover,UsedCondition,1st Edition.,9780978452674,"Kingsley Publishing, Calgary, Alberta",2010.0,InStock,abebooks - rintoul - no regrets,False,True
Insights from a Prophet's Life Russell M. Nelson,Sheri Dew,13.49,USD,BooksRun,Philadelphia,PA,U.S.A.,Hardcover. Condition: Very Good. Ship within 24hrs. Satisfaction 100% guaranteed. APO/FPO addresses supported. ,Hardcover,UsedCondition,,9781629725918,Deseret Book (edition ),2019.0,InStock,abebooks - sheri dew - insights nelson,False,False
Insights from a Prophet's Life Russell M. Nelson,Sheri Dew,18.98,USD,Book Deals,Tucson,AZ,U.S.A.,"Condition: Very Good. Very Good condition. Shows only minor signs of wear, and very minimal markings inside (if any). ",Hardcover,UsedCondition,,9781629725918,Deseret Book,2019.0,InStock,abebooks - sheri dew - insights nelson,False,False
